Date,High,Low,Open,Close,Volume,Adj Close,Ticker
2000-01-03,49.25881576538086,47.8165054321289,49.03845977783203,48.07692337036133,22952500.0,26.21478843688965,GE
2000-01-04,47.43589782714844,46.153846740722656,47.19551467895508,46.153846740722656,23006200.0,25.16620635986328,GE
2000-01-05,47.11538314819336,45.69310760498047,46.0737190246582,46.0737190246582,28384500.0,25.122501373291016,GE
2000-01-06,47.09535217285156,45.71314239501953,45.87339782714844,46.68970489501953,20668100.0,25.458385467529297,GE
2000-01-07,48.67788314819336,47.11538314819336,47.43589782714844,48.497596740722656,20947000.0,26.44417381286621,GE
2000-01-10,49.3790054321289,48.4375,48.93830108642578,48.47756576538086,15835500.0,26.43325614929199,GE
2000-01-11,48.93830108642578,48.277244567871094,48.39743423461914,48.55769348144531,15727900.0,26.476940155029297,GE
2000-01-12,49.11859130859375,48.25720977783203,48.4174690246582,48.71794891357422,19075900.0,26.564327239990234,GE
2000-01-13,49.65945434570313,49.03845977783203,49.07852554321289,49.278846740722656,15551600.0,26.87016296386719,GE
2000-01-14,49.55929565429688,47.93669891357422,49.158653259277344,48.39743423461914,19219500.0,26.389558792114254,GE
2000-01-18,47.95672988891602,47.0352554321289,47.95672988891602,47.43589782714844,19028500.0,25.86526298522949,GE
2000-01-19,48.377403259277344,46.875,46.95512771606445,47.66626739501953,15443600.0,25.990877151489254,GE
2000-01-20,47.99679565429688,45.71314239501953,47.77644348144531,46.77484130859375,31989300.0,25.50479888916016,GE
2000-01-21,47.51602554321289,46.13381576538086,47.41586685180664,46.19390869140625,24965600.0,25.18804168701172,GE
2000-01-24,46.77484130859375,43.7299690246582,46.57452011108398,44.27083206176758,28200700.0,24.13945960998535,GE
2000-01-25,44.99198532104492,43.910255432128906,44.25080108642578,44.39102554321289,26403000.0,24.20499038696289,GE
2000-01-26,45.57291793823242,44.5112190246582,45.03205108642578,45.3325309753418,16491000.0,24.7183780670166,GE
2000-01-27,45.43269348144531,43.93029022216797,45.372596740722656,45.43269348144531,20013200.0,24.77297401428223,GE
2000-01-28,45.03205108642578,42.82852554321289,44.97195434570313,42.9487190246582,31040500.0,23.41854858398437,GE
